"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032587","ruffle membrane","38/4332","94/19717",4.17619268586407e-05,0.000611169737296646,0.000464960724134664,"2268/6792/51177/5662/10347/387/10235/11252/23189/23586/84687/5341/29993/23550/83543/30817/9026/54869/50649/55198/10253/3936/5879/7168/221472/3688/7074/117145/10395/378/23526/221178/23396/4771/81848/4641/199/3690",38
"GO:0044448","cell cortex part","64/4332","184/19717",4.36538836623987e-05,0.000625359982478767,0.000475756263038,"7454/23187/999/5590/9948/10890/23616/55964/140730/22919/2010/11151/23406/793/57817/8976/10486/55770/1627/6242/6711/7456/829/149371/80306/103910/5357/800/23157/11034/2770/81/9535/9026/2319/28988/57619/84260/2934/7402/2039/2035/10395/2038/4735/29091/9854/6712/1488/1212/91663/1731/3059/7127/89958/27445/4771/89848/444/1500/10497/830/1639/91828",64
"GO:0031091","platelet alpha granule","37/4332","91/19717",4.51989977435111e-05,0.000625359982478767,0.000475756263038,"928/334/7042/5155/10916/7040/5054/9749/6678/3827/3273/1/5340/81/351/197/6622/78991/83706/226/7424/51571/51706/340205/213/54495/2266/2243/2244/6403/2157/5265/1675/7114/5005/5004/3690",37
"GO:0005884","actin filament","43/4332","111/19717",4.58127966706106e-05,0.000625359982478767,0.000475756263038,"2534/7454/395/10787/9948/4650/23384/3055/5358/11151/23406/23242/8976/9124/10094/56940/1627/7456/23307/5357/83543/5880/23022/3936/5879/28988/9051/7168/1238/9050/27295/2039/70/10603/55970/7525/3059/83715/4644/4641/92241/199/219537",43
"GO:0031256","leading edge membrane","60/4332","170/19717",4.60186058065847e-05,0.000625359982478767,0.000475756263038,"2268/6792/51177/286/5662/10787/10347/387/10235/490/10979/11252/26499/81704/23189/23586/84687/9750/6711/5341/29993/23550/83543/30817/135/9026/54869/50649/55198/10253/3936/5879/64005/23710/7168/25800/221472/3688/2890/7074/117145/388325/134/84059/10395/378/84168/1464/3737/9495/23526/221178/23396/4771/81848/7442/4641/199/440829/3690",60
"GO:0019898","extrinsic component of membrane","94/4332","295/19717",4.78208717016887e-05,0.000638450585350615,0.000485715225040236,"2268/4145/2534/30846/999/1495/5652/5662/55359/1001/387/56850/8514/28513/10979/7879/2782/1015/1540/29887/2767/2280/57655/5996/7018/6663/11252/84174/5753/3055/28316/6247/9810/5294/29062/858/7472/9267/22848/54206/57488/10672/2185/5290/5340/60437/2770/54832/148281/10717/85397/640/23533/84958/8448/152789/9630/2776/7074/9162/129531/653361/146206/29127/56997/23001/1672/2793/124997/2675/7881/79058/5293/5621/55970/3728/488/7525/2788/2629/1003/94025/30820/302/9628/3932/8651/246329/54331/1269/6277/1500/51025/4067",94
"GO:0042613","MHC class II protein complex","11/4332","16/19717",8.14639690655896e-05,0.00106886345618817,0.000813161215718226,"972/3119/3123/3117/3111/3108/3122/3115/3113/3112/3109",11
"GO:0061702","inflammasome complex","10/4332","14/19717",0.000107262895459947,0.00138157221827435,0.00105106123528721,"58484/22861/29108/22900/834/838/114548/9447/171389/837",10
"GO:0055038","recycling endosome membrane","33/4332","81/19717",0.000108928164384311,0.00138157221827435,0.00105106123528721,"8938/30846/23200/56850/9744/10890/117584/11252/8766/30844/10397/25999/29126/57826/5911/23163/84440/5879/5872/255231/118813/2890/567/2923/27065/5912/9230/3107/3133/3135/3134/3105/3106",33
"GO:0012507","ER to Golgi transport vesicle membrane","27/4332","62/19717",0.000119033416636817,0.00148499065673144,0.00112973907075495,"972/25956/56681/966/10959/51014/22872/9871/2890/6396/6811/553115/567/10972/3119/90411/3123/3117/3122/3107/3133/3135/3134/3105/3115/3113/3106",27
"GO:0042470","melanosome","40/4332","106/19717",0.00016174967561061,0.00195383338316943,0.00148642141329716,"535/5874/3309/84062/483/7879/191/4948/5862/5878/7531/5869/6509/5052/55686/10672/821/813/967/5879/5861/1213/84958/2040/3688/476/6184/1200/7184/5479/2923/10972/302/5034/3916/4673/51393/283652/4644/3690",40
"GO:0048770","pigment granule","40/4332","106/19717",0.00016174967561061,0.00195383338316943,0.00148642141329716,"535/5874/3309/84062/483/7879/191/4948/5862/5878/7531/5869/6509/5052/55686/10672/821/813/967/5879/5861/1213/84958/2040/3688/476/6184/1200/7184/5479/2923/10972/302/5034/3916/4673/51393/283652/4644/3690",40
"GO:0005925","focal adhesion","120/4332","405/19717",0.000169680674729113,0.00201760927295086,0.00153494031416139,"5244/3675/928/57514/7414/1495/3309/1535/10787/7089/387/26986/9448/5817/10979/51495/25996/4162/54518/7145/23011/5788/2195/10890/966/7205/57091/5829/10580/3717/11078/11252/79038/10544/3055/22919/2321/858/857/9124/7531/9404/867/8496/10094/3676/85440/10672/2185/976/4035/6385/8675/1948/83543/5880/2318/23022/1264/5819/81/10298/9590/2319/10971/2317/3936/5879/9493/950/64098/9815/3695/6187/1213/6202/58497/375/8994/30011/4478/2934/3688/2697/8470/8321/1465/70/3689/3716/308/10395/7184/567/5479/2923/3660/8754/5747/7532/2783/1605/1464/3728/7525/977/5339/2580/811/575/5034/23396/5501/11261/81848/51466/6840/55742/402/3690",120
"GO:0005770","late endosome","81/4332","256/19717",0.000198179118136307,0.00232022013694969,0.00176515813724646,"8938/83930/6556/972/5874/23327/54432/9741/1183/7879/8530/27074/8417/25978/7018/201294/84174/128866/84557/8766/1512/55353/973/29062/9693/10312/9896/3593/200576/51652/9528/149371/55686/9227/7852/684/27243/78992/10948/55207/967/1783/51028/7274/6653/153020/950/65082/375/9711/55016/2697/255231/129531/913/8878/220002/1520/84315/92421/124997/3592/27065/338692/153129/2149/6517/302/3916/23621/9863/4077/120892/3123/3064/4644/5660/55315/3108/3122/3109",81
"GO:0030660","Golgi-associated vesicle membrane","42/4332","114/19717",0.00020814380095884,0.0023999610989345,0.00182582281542842,"51226/972/25956/56681/966/10959/372/10945/22818/54812/1314/51014/11014/22872/1213/9871/2697/2890/6396/6811/553115/23423/567/10972/1212/54503/3119/90411/9276/3123/3117/3122/3107/3133/3135/3134/3105/8906/3115/3113/3106/26286",42
"GO:0031093","platelet alpha granule lumen","28/4332","67/19717",0.000211500255460754,0.00240226409560647,0.00182757487043856,"7042/5155/10916/7040/5054/6678/3827/3273/1/5340/81/351/197/78991/83706/226/7424/51571/213/2266/2243/2244/2157/5265/1675/7114/5005/5004",28
"GO:0031253","cell projection membrane","104/4332","345/19717",0.000222323113702935,0.0024880571989402,0.00189284384731601,"2268/3675/6792/1800/1244/51177/286/2978/5662/10787/10347/387/10235/490/79901/10979/2782/4036/23239/5205/2060/2683/5172/11252/26499/22919/23288/81704/23189/23586/9033/84687/9368/9750/2979/6711/5341/26123/10672/29993/23550/83543/50832/30817/135/611/59272/9026/54869/57111/10400/50649/55198/10253/3936/5879/23710/7168/25800/84958/4651/221472/4478/92211/3688/7402/2890/1836/7074/2039/117145/388325/134/64399/84059/10395/10999/378/4735/64805/84168/1464/1212/374403/3737/9495/55600/23526/80045/221178/5148/730094/23396/4771/81848/7442/4641/24/199/3135/768206/65010/440829/3690",104
"GO:0005924","cell-substrate adherens junction","120/4332","408/19717",0.000235676550965334,0.00259927326499448,0.00197745389825986,"5244/3675/928/57514/7414/1495/3309/1535/10787/7089/387/26986/9448/5817/10979/51495/25996/4162/54518/7145/23011/5788/2195/10890/966/7205/57091/5829/10580/3717/11078/11252/79038/10544/3055/22919/2321/858/857/9124/7531/9404/867/8496/10094/3676/85440/10672/2185/976/4035/6385/8675/1948/83543/5880/2318/23022/1264/5819/81/10298/9590/2319/10971/2317/3936/5879/9493/950/64098/9815/3695/6187/1213/6202/58497/375/8994/30011/4478/2934/3688/2697/8470/8321/1465/70/3689/3716/308/10395/7184/567/5479/2923/3660/8754/5747/7532/2783/1605/1464/3728/7525/977/5339/2580/811/575/5034/23396/5501/11261/81848/51466/6840/55742/402/3690",120
"GO:0030120","vesicle coat","25/4332","58/19717",0.00025547402986306,0.00277736766751127,0.00211294310413057,"51226/163/25956/56681/2060/372/22818/54812/1314/23149/9026/51014/22872/1213/9871/6396/55707/1173/553115/23423/1212/161/9276/8906/26286",25
"GO:0035579","specific granule membrane","35/4332","91/19717",0.000264015226468955,0.00282979700482922,0.00215282986742662,"3683/221/7133/1535/8514/6793/966/51382/10857/945/5023/9761/84329/64114/10970/6843/121260/11322/7226/6518/963/2040/101/3689/1536/3903/3684/719/160364/326624/4973/5912/9725/961/23601",35
